Ti,Nb,Zr,Sn,Modulus,Ms,e/a ratio,Bo,Md,Mo eq.,Bo + Md,Yield Strength (MPa),Hardness (HV),Elongation (%),Corrosion Resistance,Inferred_Phase,Fabrication Method,Heat Treatment,Cooling Rate
69,11,10,10,50.6222617,382.6587051,4.06751197,2.805010222,2.459220223,10.78,5.264230445,685,368,9.64595004,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
68,11,10,11,48.46003108,336.3841427,4.067995348,2.802664977,2.457629035,11.08,5.260294012,697,493,10.17929918,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
67,11,10,12,47.1187802,292.1246217,4.068485698,2.800285907,2.456014897,11.38,5.256300804,709,434,10.94792702,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
74,11,11,4,72.22079817,639.5771592,4.06510364,2.82034939,2.47136351,9.45,5.2917129,623,474,6.65469166,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
73,11,11,5,68.00692837,595.0955906,4.065553032,2.818194266,2.469913297,9.75,5.288107563,635,395,9.721602335,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
72,11,11,6,63.42200815,549.3218516,4.066008671,2.816009183,2.468442924,10.05,5.284452107,647,449,6.186831838,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
71,11,11,7,58.87713931,502.6155816,4.066470688,2.813793511,2.466951968,10.35,5.280745479,659,476,7.62997143,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
70,11,11,8,54.77311312,455.5023145,4.066939219,2.811546604,2.465439994,10.65,5.276986598,671,414,12.40791114,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
69,11,11,9,51.40064591,408.6765767,4.067414401,2.809267797,2.463906553,10.95,5.273174351,683,381,12.13166513,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
68,11,11,10,48.89197499,362.9826469,4.067896378,2.806956406,2.462351186,11.25,5.269307592,695,424,6.22681084,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
67,11,11,11,47.23422646,319.3708771,4.068385296,2.804611726,2.460773419,11.55,5.265385144,707,460,8.734825221,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
66,11,11,12,46.31964386,278.832806,4.068881307,2.802233033,2.459172764,11.85,5.261405797,719,497,12.2379135,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
73,11,12,4,69.47895648,620.7997929,4.065461039,2.822309975,2.474448833,9.92,5.296758807,633,410,13.58308904,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
72,11,12,5,64.96866796,575.3698668,4.065915396,2.820156546,2.473012018,10.22,5.293168564,645,415,6.348321495,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
71,11,12,6,60.34001834,529.0500429,4.066376104,2.817973014,2.471555119,10.52,5.289528133,657,429,9.919849887,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
70,11,12,7,56.01120007,482.3753956,4.066843297,2.815758745,2.470077711,10.82,5.285836456,669,407,13.93474418,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
69,11,12,8,52.3228387,436.0477887,4.067317114,2.813513084,2.468579358,11.12,5.282092442,681,400,7.674895372,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
68,11,12,9,49.46698829,390.9149894,4.067797696,2.811235359,2.467059611,11.42,5.27829497,693,475,11.098859,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
67,11,12,10,47.47936682,347.9256742,4.068285189,2.808924879,2.465518008,11.72,5.274442888,705,496,5.897548239,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
66,11,12,11,46.28018864,308.0639298,4.068779743,2.806580932,2.463954076,12.02,5.270535008,717,428,14.09337717,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
65,11,12,12,45.7305008,272.2722545,4.069281513,2.804202785,2.462367325,12.32,5.26657011,729,425,11.1638838,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
80,12,4,4,80.95886575,757.280925,4.068776652,2.809066439,2.450562838,6.44,5.259629277,568,299,9.451571874,No,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
79,12,4,5,79.89715332,721.0052147,4.069236287,2.806904504,2.449019772,6.74,5.255924277,580,394,13.84135733,No,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
78,12,4,6,78.04153349,683.3290983,4.069702107,2.804713479,2.447455943,7.04,5.252169422,592,415,12.21364228,No,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
77,12,4,7,75.32326196,644.1670392,4.070174237,2.802492771,2.445870928,7.34,5.248363699,604,409,12.63055143,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
76,12,4,8,71.78431224,603.428352,4.070652807,2.800241775,2.444264294,7.64,5.244506069,616,367,12.9665987,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
75,12,4,9,67.61657342,561.031074,4.07113795,2.797959865,2.442635596,7.94,5.240595461,628,413,7.278933553,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
74,12,4,10,63.15726788,516.922491,4.071629801,2.7956464,2.440984377,8.24,5.236630777,640,430,8.220840201,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
73,12,4,11,58.82327703,471.1063944,4.0721285,2.793300722,2.439310165,8.54,5.232610888,652,480,13.37606786,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
72,12,4,12,55.00499621,423.6757682,4.072634193,2.790922153,2.437612478,8.84,5.228534631,664,455,8.253184724,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
79,12,5,4,80.22654112,736.0327951,4.069142213,2.810904735,2.453439535,6.91,5.26434427,578,366,13.20995856,No,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
78,12,5,5,78.66635405,698.5470315,4.069606764,2.808743583,2.45190754,7.21,5.260651123,590,440,5.77897064,No,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
77,12,5,6,76.25578492,659.5775333,4.070077599,2.806553195,2.450354819,7.51,5.256908014,602,411,7.85250887,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
76,12,5,7,72.98991354,619.0353033,4.070554848,2.804332971,2.44878095,7.81,5.253113921,614,397,11.53424922,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
75,12,5,8,69.00308771,576.8417612,4.071038641,2.8020823,2.447185496,8.11,5.249267797,626,363,14.65169163,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
74,12,5,9,64.58387809,532.9497201,4.071529115,2.79980055,2.445568012,8.41,5.245368562,638,473,12.67150621,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
73,12,5,10,60.13162487,487.3709692,4.072026409,2.797487074,2.443928037,8.71,5.24141511,650,364,6.844033682,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
72,12,5,11,56.05984338,440.2090207,4.072530666,2.795141203,2.442265099,9.01,5.237406302,662,475,11.17321915,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
71,12,5,12,52.69062926,391.6936358,4.073042033,2.792762255,2.440578712,9.31,5.233340967,674,368,14.74899617,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
78,12,6,4,79.189091,714.9015312,4.069511682,2.812762678,2.456346975,7.38,5.269109653,588,475,13.95174953,No,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
77,12,6,5,77.08766819,676.1410516,4.069981228,2.81060245,2.454826378,7.68,5.265428828,600,477,5.37029368,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
76,12,6,6,74.1156182,635.8123711,4.07045716,2.808412839,2.453285098,7.98,5.261697937,612,360,5.147020136,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
75,12,6,7,70.35177708,593.8403682,4.07093961,2.806193242,2.451722711,8.28,5.257915953,624,484,12.40946165,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
74,12,6,8,66.02989652,550.1834441,4.071428712,2.803943038,2.450138779,8.58,5.254081817,636,363,5.080588918,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
73,12,6,9,61.51816888,504.8613988,4.071924606,2.801661591,2.448532854,8.88,5.250194445,648,478,13.06142428,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
72,12,6,10,57.23855145,457.988195,4.072427434,2.799348244,2.446904475,9.18,5.246252719,660,467,13.9831811,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
71,12,6,11,53.5575326,409.806074,4.072937341,2.797002323,2.445253168,9.48,5.242255492,672,374,8.643250899,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
70,12,6,12,50.7030977,360.7153611,4.07345448,2.794623137,2.443578445,9.78,5.238201582,684,445,9.138216257,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
77,12,7,4,77.81561514,693.9170065,4.06988512,2.814640583,2.459285655,7.85,5.273926238,598,478,10.21751093,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
76,12,7,5,75.15041486,653.8173226,4.070359742,2.812481425,2.457776791,8.15,5.270258216,610,473,8.846486393,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
75,12,7,6,71.64404472,612.0828032,4.070840854,2.810292738,2.456247292,8.45,5.26654003,622,485,9.599037564,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
74,12,7,7,67.47250478,568.6774665,4.071328591,2.808073913,2.454696732,8.75,5.262770646,634,402,6.784006498,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
73,12,7,8,62.96144251,523.6290963,4.071823091,2.805824324,2.453124673,9.05,5.258948997,646,417,7.676571066,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
72,12,7,9,58.52596548,477.0619782,4.072324495,2.803543325,2.451530665,9.35,5.25507399,658,401,8.397176545,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
71,12,7,10,54.56561607,429.2305586,4.072832949,2.801230255,2.449914244,9.65,5.251144499,670,412,7.258191056,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
70,12,7,11,51.36548383,380.5482602,4.073348603,2.798884431,2.448274935,9.95,5.247159366,682,467,12.43989804,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
69,12,7,12,49.05052327,331.6041558,4.07387161,2.796505155,2.446612248,10.25,5.243117403,694,459,11.73272906,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
76,12,8,4,76.08627937,673.1026305,4.070262593,2.816538775,2.46225608,8.32,5.278794855,608,355,7.378489488,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
75,12,8,5,72.86385095,631.6191614,4.070742373,2.814380836,2.460759294,8.62,5.27514013,620,408,5.580674506,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
74,12,8,6,68.88981864,588.4792332,4.07122875,2.812193224,2.459241926,8.92,5.27143515,632,461,5.18808543,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
73,12,8,7,64.43876361,543.7185448,4.071721862,2.809975323,2.457703549,9.22,5.267678872,644,417,8.447663325,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
72,12,8,8,59.90416859,497.4715292,4.072221849,2.807726499,2.456143723,9.52,5.263870222,656,367,9.510757448,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
71,12,8,9,55.70494783,450.0045087,4.072728856,2.805446101,2.454561996,9.82,5.260008097,668,360,12.12438267,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
70,12,8,10,52.1773305,401.7434825,4.073243031,2.803133459,2.452957905,10.12,5.256091364,680,441,9.858756683,Yes,BCC (β),Cold Rolling + Annealing,1000°C/1h → Water Quench,Slow
69,12,8,11,49.50616014,353.2892679,4.073764529,2.800787885,2.451330971,10.42,5.252118856,692,361,7.640417462,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
68,12,8,12,47.72007092,305.412799,4.074293506,2.798408669,2.449680704,10.72,5.248089373,704,442,10.04684186,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
75,12,9,4,73.99802994,652.4920509,4.070644165,2.818457583,2.465258768,8.79,5.283716352,618,377,10.25066818,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
74,12,9,5,70.26160939,609.6281407,4.071129188,2.816301019,2.463774413,9.09,5.280075432,630,492,7.360286454,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
73,12,9,6,65.92701594,565.1655953,4.071620918,2.814114637,2.462269535,9.39,5.276384172,642,442,12.05882225,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
72,12,9,7,61.35291434,519.2487726,4.072119493,2.811897816,2.460743705,9.69,5.272641521,654,425,9.264640275,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
71,12,9,8,56.96249882,472.1554902,4.072625059,2.809649913,2.459196482,9.99,5.268846396,666,365,11.04488171,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
70,12,9,9,53.13386163,424.323753,4.073137763,2.807370273,2.457627414,10.29,5.264997687,678,381,7.500928928,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
69,12,9,10,50.11152554,376.3653538,4.073657757,2.805058216,2.456036035,10.59,5.261094251,690,372,5.974409223,Yes,BCC (β),Laser Additive Manufacturing,700°C/2h → Furnace Cool,Slow
68,12,9,11,47.97820634,329.0593429,4.074185199,2.802713048,2.454421864,10.89,5.257134913,702,486,11.83820091,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
67,12,9,12,46.68389104,283.3208483,4.074720248,2.800334052,2.45278441,11.19,5.253118462,714,443,9.937490284,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
74,12,10,4,71.56990333,632.1537772,4.071029904,2.820397347,2.468294247,9.26,5.288691594,628,354,9.500959952,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
73,12,10,5,67.40346425,587.9957165,4.071520257,2.818242317,2.466822687,9.56,5.285065003,640,489,5.913451133,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
72,12,10,6,62.85022445,542.4146654,4.072017428,2.816057326,2.465330667,9.86,5.281387993,652,351,7.94955798,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
71,12,10,7,58.32226152,495.6995101,4.072521558,2.813841744,2.463817759,10.16,5.277659503,664,404,12.06092747,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
70,12,10,8,54.22736882,448.2996467,4.073032797,2.811594925,2.46228352,10.46,5.273878445,676,428,5.545921051,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
69,12,10,9,50.86624725,400.837041,4.073551294,2.809316204,2.460727497,10.76,5.270043701,688,382,10.52743283,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
68,12,10,10,48.38013576,354.0979061,4.074077206,2.807004895,2.459149222,11.06,5.266154117,700,367,12.88582935,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
67,12,10,11,46.76173252,308.9998351,4.074610694,2.804660295,2.457548214,11.36,5.262208509,712,407,10.54514876,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
66,12,10,12,45.90517,266.5350164,4.075151921,2.80228168,2.455923978,11.66,5.258205658,724,352,11.9621365,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
73,12,11,4,68.84654015,612.2222536,4.071419879,2.82235841,2.471363058,9.73,5.293721468,638,496,12.21687355,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
72,12,11,5,64.37311631,566.9774992,4.07191565,2.820205079,2.469904665,10.03,5.290109743,650,406,14.06232078,Yes,BCC (β),Powder Metallurgy (Sintering),700°C/2h → Furnace Cool,Slow
71,12,11,6,59.76555328,520.6393735,4.072418352,2.818021644,2.468425882,10.33,5.286447526,662,412,6.251846832,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
70,12,11,7,55.44705093,473.6680138,4.072928131,2.815807469,2.466926281,10.63,5.282733749,674,464,5.641403805,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
69,12,11,8,51.76754464,426.6947318,4.073445139,2.8135619,2.465405417,10.93,5.278967317,686,368,7.253666555,Yes,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
68,12,11,9,48.9287623,380.5119459,4.073969528,2.811284265,2.463862836,11.23,5.2751471,698,470,13.15023194,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
67,12,11,10,46.97329885,336.0387103,4.07450146,2.808973872,2.462298068,11.53,5.27127194,710,395,7.529573556,Yes,BCC (β),Arc Melting,700°C/2h → Furnace Cool,Slow
66,12,11,11,45.82446388,294.2628779,4.075041098,2.806630009,2.460710632,11.83,5.267340641,722,395,8.262146967,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
65,12,11,12,45.34335296,256.1667015,4.075588611,2.804251944,2.459100032,12.13,5.263351976,734,495,5.233009751,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
72,12,12,4,65.89840811,592.9313092,4.07181416,2.824341125,2.474465752,10.2,5.298806877,648,409,9.762865218,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
71,12,12,5,61.27150164,546.9631766,4.072315439,2.822189663,2.473020909,10.5,5.295210572,660,377,9.799366319,Yes,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
70,12,12,6,56.77900613,500.4105704,4.072823766,2.820007955,2.471555753,10.8,5.291563708,672,365,11.45329197,Yes,BCC (β),Cold Rolling + Annealing,800°C/1h → Water Quench,Slow
69,12,12,7,52.80988396,453.9133085,4.073339289,2.817795358,2.470069853,11.1,5.287865211,684,462,7.962086867,Yes,BCC (β),Powder Metallurgy (Sintering),500°C/4h → Air Cool,Slow
68,12,12,8,49.6252775,408.2690644,4.073862163,2.815551212,2.468562766,11.4,5.284113978,696,452,14.88123828,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
67,12,12,9,47.32356005,364.3973822,4.074392546,2.813274836,2.467034035,11.7,5.280308871,708,379,10.782788,Yes,BCC (β),Arc Melting,800°C/1h → Water Quench,Slow
66,12,12,10,45.86520107,323.2808998,4.074930602,2.810965532,2.46548319,12,5.276448722,720,385,6.623490177,Yes,BCC (β),Cold Rolling + Annealing,700°C/2h → Furnace Cool,Slow
65,12,12,11,45.1275313,285.8908865,4.075476497,2.808622579,2.463909749,12.3,5.272532328,732,407,13.75460865,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
64,12,12,12,44.95810442,253.1087223,4.076030405,2.806245238,2.462313213,12.6,5.268558451,744,375,5.796141658,Yes,BCC (β),Laser Additive Manufacturing,500°C/4h → Air Cool,Slow
79,13,4,4,79.49215469,734.4360691,4.074912023,2.810950418,2.45044962,6.72,5.261400038,583,370,5.929883129,No,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
78,13,4,5,77.99257611,697.351182,4.075415394,2.808789343,2.44889737,7.02,5.257686712,595,496,11.52075241,No,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
77,13,4,6,75.65035109,658.8189901,4.075925575,2.806599027,2.447324119,7.32,5.253923146,607,398,14.57080949,No,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
76,13,4,7,72.45316883,618.7489589,4.076442706,2.804378876,2.445729436,7.62,5.250108312,619,465,11.4128759,Yes,BCC (β),Powder Metallurgy (Sintering),1000°C/1h → Water Quench,Slow
75,13,4,8,68.52686648,577.052816,4.076966929,2.802128274,2.444112882,7.92,5.246241156,631,390,11.29400284,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
74,13,4,9,64.15365436,533.6624557,4.077498392,2.799846591,2.442474003,8.22,5.242320594,643,376,10.93819598,Yes,BCC (β),Powder Metallurgy (Sintering),800°C/1h → Water Quench,Slow
73,13,4,10,59.73201914,488.5547406,4.078037246,2.797533178,2.440812334,8.52,5.238345511,655,360,8.623951516,Yes,BCC (β),Laser Additive Manufacturing,1000°C/1h → Water Quench,Slow
72,13,4,11,55.68112852,441.7825176,4.078583646,2.795187369,2.439127395,8.82,5.234314764,667,481,7.104243635,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
71,13,4,12,52.33285611,393.5094184,4.079137751,2.792808479,2.437418694,9.12,5.230227173,679,403,13.69824098,Yes,BCC (β),Cold Rolling + Annealing,500°C/4h → Air Cool,Slow
78,13,5,4,78.47795334,712.50355,4.075312366,2.812808804,2.453341392,7.19,5.266150195,593,421,8.020568752,No,BCC (β),Laser Additive Manufacturing,800°C/1h → Water Quench,Slow
77,13,5,5,76.44162958,674.1653472,4.075821149,2.810648655,2.451800326,7.49,5.262448981,605,469,14.5902214,No,BCC (β),Arc Melting,1000°C/1h → Water Quench,Slow
76,13,5,6,73.53792283,634.2923316,4.076336854,2.808459122,2.450238298,7.79,5.258697419,617,491,14.78821612,Yes,BCC (β),Arc Melting,500°C/4h → Air Cool,Slow
